FCLTY_NM,CTPRVN_CD,CTPRVN_NM,SIGNGU_CD,SIGNGU_NM,RPRSNTV_TEL_NO,RDNMADR_CD,FCLTY_ROAD_NM_ADDR,FCLTY_CRDNT_LO,FCLTY_CRDNT_LA,GID_CD
천마유도체육관,11,서울,11260,중랑구,024338031,112604118210,서울특별시 중랑구 면목로39길 23지층(면목동),127.0860682,37.5798103,다사634534
커브스망원클럽,11,서울,11440,마포구,023329930,114403113018,서울특별시 마포구 월드컵로 949층 커브스망원클럽(서교동),126.9094796,37.5571205,다사478510
커브스별내클럽,41,경기,41360,남양주시,0315753082,413603197091,경기도 남양주시 별내중앙로 59예스프라자 4층 402호 커브스별내클럽(별내동),127.1231792,37.6476381,다사667609
커브스아현클럽,11,서울,11410,서대문구,023933031,114103112006,서울특별시 서대문구 북아현로 24층커브스(북아현동),126.9564199,37.5577270,다사519510
커브스종촌클럽,36,세종,36110,세종시,0448643070,361103258080,세종특별자치시 도움1로 106614호(종촌동),127.2481238,36.5028160,다바774339
커브스주중클럽,43,충북,43110,청주시,0432147333,431142014003,충청북도 청주시 청원구 충청대로 1693층 301호(커브스)(주중동),127.4956710,36.6713491,다바996526
타이거태권도장,30,대전,30230,대덕구,0426224367,302304304013,"대전광역시 대덕구 계족로663번길 30-62층,타이거태권도장(법동)",127.4271301,36.3708899,다바934192
탁구사랑탁구장,44,충남,44800,홍성군,0416311155,448004586431,충청남도 홍성군 홍성읍 조양로205번길 24탁구사랑,126.6730484,36.6005972,다바260450
팀혼종합격투기,47,경북,47190,구미시,0544719989,471904724783,경상북도 구미시 인동중앙로3길 29405호(황상동),128.4185173,36.1085343,라마826905
파이트클럽복싱,41,경기,41570,김포시,0319867197,415703209024,"경기도 김포시 김포한강4로 119(장기동, 승문프라자 1104, 5호)(장기동)",126.6677031,37.6443282,다사265608
포올영웅태권도,31,울산,31710,울주군,0522644543,999999999999,울산광역시 울주군 삼남면 울산역로 274301동205호(울산역 신도시 동문굿모닝힐),129.1316834,35.5579047,마마478303
포천유나이티드,41,경기,41650,포천시,,416503213060,경기도 포천시 군내면 청군로 3164직두리 체육공원,127.2270912,37.8803067,다사760867
포항동해승마장,47,경북,47110,포항시,0542844105,471114709302,포항시 남구 동해면 약전로 115번길 11 포항동해승마장,129.4483644,35.9798771,마마756776
포항아이스링크,47,경북,47110,포항시,0542420091,471134712722,경상북도 포항시 북구 침촌마을길 36포항아이스링크(장성동),129.3783534,36.0804137,마마691886
프로팀스타복싱,41,경기,41170,안양시,,411732182001,경기도 안양시 동안구 관악대로 3242층 프로팀스타복싱(관양동),126.9590545,37.4030918,다사521339
피트니스더블유,11,서울,11410,서대문구,023039755,114103112010,서울특별시 서대문구 증가로 1333층(남가좌동),126.9226282,37.5773206,다사490532
한사랑태권도장,48,경남,48270,밀양시,023554386,482703336005,경상남도 밀양시 교동로 62층,128.7525485,35.5042274,마마135238
한숲스포츠센터,41,경기,41410,군포시,0313962103,414103200017,경기도 군포시 산본천로 43-6(산본동),126.9281736,37.3606751,다사493292
한일경희태권도,41,경기,41220,평택시,0316623223,412204364636,경기도 평택시 이충로 35번길 24보람플러스 5층,127.0665046,37.0596424,다바614957
해맑은태권도장,11,서울,11500,강서구,0220650887,115004145041,서울특별시 강서구 강서로31길 522층 해맑은태권도장(화곡동),126.8387779,37.5393275,다사415490
해오름태권도장,30,대전,30140,중구,0422722712,301403010004,대전시 중구 석교동65-19한라빌딩2층,127.4442098,36.3081787,다바949123
행복한태권도장,29,광주,29155,남구,0626545515,291554283692,광주광역시 남구 화산로31번길 53층 행복한태권도장(진월동),126.9003368,35.1128317,다라453799
현대석사태권도,45,전북,45110,전주시,,451113266053,전라북도 전주시 완산구 용머리로 1653층 현대석사태권도(효자동1가),127.1279992,35.8064956,다마663567
호매실휘트니스,41,경기,41110,수원시,0312278484,411134331222,경기도 수원시 권선구 호매실로90번길 116블루테라스 4층 호매실휘트니스(호매실동),126.9627869,37.2601095,다사523180
화랑합기도우슈,27,대구,27140,동구,0537217877,271403142055,대구광역시 동구 메디밸리로 5-5세종빌딩4층 401호(대림동),128.7487981,35.8726003,마마127647
효경석사태권도,45,전북,45110,전주시,0632729700,451134601258,전라북도 전주시 덕진구 송천4길 411층 효경석사태권도(송천동1가),127.1174543,35.8616985,다마654628
히어로짐부개점,28,인천,28237,부평구,023611535,282373154023,인천광역시 부평구 부개로 14정문상가 지하1층(부개동),126.7398017,37.4988352,다사328446
엘리트탁구클럽,30,대전,30200,유성구,0288108675,302004301152,대전광역시 유성구 문화원로10번길 2두정빌딩지하(장대동),127.3371376,36.3613405,다바853182
주재현휘트니스,42,강원,42110,춘천시,0332646644,421103218042,강원도 춘천시 퇴계로 213302호(석사동),127.7423196,37.8566282,라사213841
춘천세경볼링장,42,강원,42110,춘천시,0332616184,421104454127,"강원도 춘천시 남춘천새길 42상가동 지하101호(석사동, 세경5차아파트)",127.7370336,37.8627959,라사208848
충무스포츠센터,11,서울,11140,중구,0222808400,111403101011,서울특별시 중구 퇴계로 387충무스포츠센터(흥인동),127.0148052,37.5659304,다사571519
도깨비장군활터 (국궁 / 양궁),50,제주,50110,제주시,,501103020003,제주시 1100로 2894-63(노형동)도깨비장군활터,126.4872295,33.4512048,다나058959
다이몬휘트니스 천곡점,31,울산,31200,북구,,312003172021,울산광역시 북구 아진로 94아진프라자 3층 다이몬휘트니스(천곡동),129.3387170,35.6310410,마마664387
다이몬휘트니스 호계점,31,울산,31200,북구,,312004316282,울산광역시 북구 제내1길 2필그린쇼핑센터 4층 다이몬휘트니스(신천동),129.3513750,35.6313325,마마676388
호반태권마스타 석사체육관,42,강원,42110,춘천시,0332623959,421103218038,강원도 춘천시 동내면 춘천순환로 702층 석사태권도,127.7516558,37.8553685,라사221839
황평주등반교실 실내암벽장,29,광주,29140,서구,0623841514,999999999999,광주 서구 풍금로 57 2층 황평주등반교실 실내암벽장2층 황평주등반교실 실내암벽장(금호동),126.8616764,35.1235159,다라418811
한국스피닝협회(주),28,인천,28245,계양구,,282453154050,인천광역시 계양구 장제로 876서해상가4층(병방동),126.7390560,37.5449447,다사327497
웨스턴스프링스(본점),45,전북,45180,정읍시,0635340001,451804610505,전라북도 정읍시 송산1길 142-101웨스턴스프링스(송산동),126.8745421,35.5403798,다마433273
강호합기도본관(지저동),27,대구,27140,동구,0539830400,271403142042,대구광역시 동구 해동로 25새마을금고 4층 강호합기도(지저동),128.6378647,35.8955777,마마026671
우트레이닝센터(발달장애 전문),41,경기,41130,성남시,,411314334275,경기도 성남시 수정구 성남대로1480번길 36지층1호(복정동),127.1300887,37.4616763,다사672403
대한스쿼시클럽(스피드체대입시),42,강원,42110,춘천시,0332446300,421104454550,강원도 춘천시 우묵들길 24대한스포렉스4층 대한스쿼시클럽(스피드체대입시)(퇴계동),127.7247948,37.8663544,라사197851
가온누리태권도&레인보우줄넘기클럽,45,전북,45140,익산시,0638320987,451404607058,전라북도 익산시 고봉로24길 25가온누리태권도 2층(영등동),126.9712786,35.9548863,다마523732
가온탁구아카데미,47,경북,47130,경주시,,471303305067,"경상북도 경주시 황성로 35-5지하1충 101호(황성동, 동부이끌림9차)(황성동)",129.2144800,35.8667001,마마547647
가족태권도체육관,45,전북,45140,익산시,0638538777,451404607699,전라북도 익산시 선화로4길 372층(모현동1가),126.9330411,35.9478758,다마488725
각화태권도예절관,29,광주,29170,북구,0622688887,291704286002,"광주광역시 북구 각화대로39번길 6, 3층(각화동)",126.9354138,35.1813973,다라485874
강북아동발달센터,27,대구,27230,북구,0533117585,272303145052,북구 학정로 436DN트윈스빌딩4층,128.5640838,35.9434572,라마959723
강철태권도체육관,27,대구,27290,달서구,0535225334,272904241040,대구광역시 달서구 구마로9길 512층 강철태권도(본리동),128.5319891,35.8398331,라마932608
경남태권도체육관,48,경남,48270,밀양시,0553558905,482704808011,경상남도 밀양시 가곡7길 9경남태권도체육관(가곡동),128.7670723,35.4744107,마마149205
경주국민체육센터,47,경북,47130,경주시,0547508560,999999999999,경북 경주시 유림로 5번길 85-15호경주국민체육센터,129.2170901,35.8790444,마마550660
경희대웅비태권도,43,충북,43110,청주시,022224747,431113236004,충청북도 청주시 상당구 교서로 601층,127.4859487,36.6420392,다바987493
경희대의순태권도,41,경기,41150,의정부시,0318515411,411504343342,경기도 의정부시 청사로47번길 26701호(금오동),127.0681933,37.7524158,다사619726
경희특수체육센터,41,경기,41270,안산시,0314144999,412733191005,경기도 안산시 단원구 광덕서로 82210호 경희특수체육센터(고잔동),126.8278261,37.3119739,다사404238
경희해찬솔태권도,29,광주,29110,동구,0624019418,291104277049,"광주광역시 동구 남문로693번길 11상가동2층 201호~203호(학동, 학2마을아파트)",126.9273558,35.1312340,다라478819
계명대효신태권도,27,대구,27290,달서구,026432626,272903147011,대구광역시 달서구 상화북로 196상가 105동 201호(상인동.제림아파트),128.5478035,35.8136317,라마946579
계명석사태권도장,47,경북,47190,구미시,0544635998,471903308015,경상북도 구미시 박정희로 155201동 401호 402호(사곡동),128.3513722,36.0936159,라마766888
고려금빛태권도장,43,충북,43770,음성군,0438730537,437703247032,충청북도 음성군 음성읍 시장로 61태영상가2층 201호(태영아파트),127.6938410,36.9332278,라바172816
고려대강호체육관,43,충북,43745,증평군,0438385557,437454532143,충청북도 증평군 증평읍 장동길 20고려대강호체육관,127.5879070,36.7851093,라바078652
국가대표탁구교실,41,경기,41170,안양시,0314656557,411714346297,"경기도 안양시 만안구 장내로120번길 223층, 국가대표탁구교실(안양동)",126.9218824,37.3958382,다사488331
국제박창용태권도,26,부산,26290,남구,0516313395,262903131016,"부산광역시 남구 석포로 34상가동  201(감만동, 국제아파트)",129.0851198,35.1223265,마라444819
금강인성태권도장,46,전남,46230,광양시,0617610003,462304655360,전라남도 광양시 광양읍 용강1길 432층 금감인성태권도장,127.6092115,34.9763327,라라099646
금빛휘트니스센터,11,서울,11545,금천구,028029685,115453000024,서울특별시 금천구 금하로 668금빛휘트니스센터(시흥동),126.9044052,37.4526529,다사473394
금정국민체육센터,26,부산,26410,금정구,05151736935,264103135036,부산광역시 금정구 서부로 109 (부곡동),129.0960171,35.2194990,마라452927
기쁜우리체육센터,11,서울,11500,강서구,0236638114,115003115013,"서울특별시 강서구 허준로 65 (가양동, 기쁜우리복지관,체육센터)기쁜우리체육센터",126.8487793,37.5693631,다사424524
기품있는태권도장,27,대구,27230,북구,029561020,272304235149,대구광역시 북구 대현남로2길 382층 기품태권도장(대현동),128.6055792,35.8790359,라마997652
김제조아탁구클럽,45,전북,45210,김제시,0635463052,452104617105,전라북도 김제시 검산택지1길 61조아탁구클럽(검산동),126.9030764,35.8031286,다마460564
꿈비아동발달센터,28,인천,28170,미추홀구,025171734,281773150037,인천시 미추홀구 송림로247우주프라자 4층,126.6603213,37.4751747,다사257421
꿈비아동발달센터,28,인천,28260,서구,0325622280,282604268196,인천광역시 서구 고산후로121번길 154층 403호(원당동),126.6974892,37.5945490,다사291553
남구국민체육센터,27,대구,27200,남구,0534767330,272003007012,대구광역시 남구 앞산순환로 686남구국민체육센터(봉덕동),128.6000890,35.8329790,라마993601
남도석사태권도장,27,대구,27200,남구,0536544624,272003144010,대구광역시 남구 현충로 1402층 남도석사태권도장(대명동),128.5802577,35.8451926,라마975615
남쪽휘트니스클럽,29,광주,29155,남구,0626534747,291552161001,광주광역시 남구 서문대로 831남쪽휘트니스클럽(주월동),126.9008481,35.1328602,다라454821
남해태권도체육관,46,전남,46110,목포시,0612428726,461104643712,전라남도 목포시 청호로130번길 11-23층 남해체육관(산정동),126.3776037,34.8043724,나라973461
논산야구아카데미,44,충남,44230,논산시,0417320204,442303000095,충청남도 논산시 부적면 계백로 1653주1동,127.1569539,36.2125292,다바691017
다솜운동발달센터,11,서울,11380,은평구,023545943,113803000007,서울특별시 은평구 서오릉로 314층 다솜운동발달센터(녹번동),126.9248434,37.6037688,다사492561
달성국민체육센터,27,대구,27710,달성군,0536594001,277103148044,대구광역시 달성군 현풍읍 현풍동로 180달성국민체육센터,128.4418206,35.7016920,라마852454
대산태권도체육관,27,대구,27230,북구,0539526893,272303145034,대구광역시 북구 연암로 1704층 대산태권도체육관(산격동),128.5964129,35.8995539,라마989675
대한태권도체육관,46,전남,46790,화순군,0613739990,467903291004,전라남도 화순군 화순읍 광덕로 213상가3층303호 대한태권도장,126.9922544,35.0637967,다라537744
더프라임풋살센터,48,경남,48120,창원시,0552327745,481273330004,경상남도 창원시 마산회원구 내서읍 광려천남로 221더프라임풋살센터,128.5057478,35.2338142,라라915936
도을요가필라테스,29,광주,29170,북구,022614560,291703162016,광주광역시 북구 면앙로 52(2층) 도을요가필라테스(문흥동),126.9177083,35.1789382,다라469872
동구국민체육센터,29,광주,29110,동구,0623510076,291104277255,광주광역시 동구 필문대로205번길 17동구국민체육센터(산수동),126.9327645,35.1523002,다라483842
동구국민체육센터,31,울산,31170,동구,0522334141,311703171011,울산광역시 동구 봉수로 153(화정동),129.4163277,35.5034954,마마738247
동구국민체육센터,31,울산,31170,동구,022344141,311703171011,울산광역시 동구 봉수로 153동구국민체육센터(화정동),129.4163277,35.5034954,마마738247
동림다목적체육관,29,광주,29170,북구,027142002,291702009002,광주광역시 북구 북문대로 200동림다목적체육관 1층(동림동),126.8709657,35.1867046,다라427881
동아대힘찬태권도,31,울산,31170,동구,0522333388,311704313191,울산광역시 동구 월봉4길 582층(방어동),129.4200508,35.4896152,마마741232
동작아동발달센터,11,서울,11590,동작구,0263985999,115903005078,"서울특별시 동작구 보라매로 892층,3층 동작아동발달센터(신대방동)",126.9276576,37.4973748,다사494443
동천재활체육센터,11,서울,11350,노원구,029499114,113504130064,서울특별시 노원구 노원로18길 41동천재활체육센터(하계동),127.0728729,37.6445781,다사623606
라온치료교육센터,41,경기,41270,안산시,024018005,412733191064,경기도 안산시 단원구 원포공원1로 59A동 310호(초지동),126.8112341,37.3024975,다사389228
레드몽스포츠클럽,31,울산,31110,중구,0522814977,311103169029,울산광역시 중구 종가로 7492층 레드몽스포츠클럽(장현동),129.3439277,35.5884088,마마670340
레전드복싱체육관,11,서울,11230,동대문구,0222440012,112304115402,서울특별시 동대문구 장한로26길 242층(장안동),127.0729639,37.5714899,다사622525
민락경기태권도장,41,경기,41150,의정부시,0318522950,411503181033,경기도 의정부시 오목로 74상가 2층(민락동),127.0907886,37.7349562,다사639706
바르미유도체육관,41,경기,41570,김포시,0319881388,415704427275,경기도 김포시 사우중로3번길 48바르미유도체육관(사우동),126.7138592,37.6172505,다사306578
바트리움운동케어,27,대구,27140,동구,0539659899,271404226425,대구광역시 동구 이노밸리로36길 13401/402 바트리움운동케어(각산동),128.7153175,35.8776830,마마097652
범일태권도체육관,27,대구,27260,수성구,027845070,272603007006,"대구광역시 수성구 범안로 40대구수성구범안로40 208동201호(범물동, 범물청아타운)",128.6413893,35.8165059,마마031583
별내커뮤니티센터,41,경기,41360,남양주시,0315601441,413603197037,경기도 남양주시 순화궁로 313별내커뮤니티센터 운영사무실 b1(별내동),127.1270360,37.6549343,다사671617
보령태권도체육관,44,충남,44180,보령시,0419333220,441804556196,충청남도 보령시 명천중앙길 142층 보령태권도(명천동),126.6016567,36.3439438,다바193166
부여군합기도협회,44,충남,44760,부여군,,447603259115,충청남도 부여군 부여읍 성왕로 3332층 부여군합기도협회,126.9242055,36.2839272,다바482097
북구국민체육센터,26,부산,26320,북구,0513657070,263204196388,부산광역시 북구 화명대로94번길 83(화명동),129.0177530,35.2318692,마라381939
브로인제이태전점,27,대구,27230,북구,0539552445,272303145052,대구광역시 북구 학정로 1494층 브로인제이 피트니스(태전동),128.5510418,35.9212562,라마948699
블랙벨트태권스쿨,46,전남,46130,여수시,,461304646559,전라남도 여수시 소호7길 17431-12 1층(소호동),127.6482561,34.7397969,라라135383
비천관위너합기도,27,대구,27710,달성군,0536144144,277104244123,대구광역시 달성군 논공읍 논공로21길 15가동 201호(평광현대APT),128.4435226,35.7308358,라마853486
빈댄스스포츠학원,26,부산,26410,금정구,07073486652,264103130022,"부산광역시 금정구 금강로 758남화기수상가 7층 801호 빈댄스스포츠학원(청룡동, 남화기수타워)",129.0892314,35.2750068,마라445988
새론스포텍스쿼시,26,부산,26320,북구,023315608,263204196053,부산광역시 북구 금곡대로303번길 61새론타워 7층(화명동),129.0102903,35.2356442,마라374944
서구국민체육센터,29,광주,29140,서구,0623504573,291403160049,광주광역시 서구 풍암공원로 20풍암동 396-19(풍암동),126.8810502,35.1300695,다라436818
서구장애인복지관,26,부산,26140,서구,0512423930,261404178192,부산광역시 서구 보수대로154번길 36서구장애인복지관(동대신동1가),129.0235220,35.1106711,마라388805
서구청소년수련관,27,대구,27170,서구,0535722453,271703143004,대구광역시 서구 문화로 122서구청소년수련관(이현동),128.5454682,35.8736195,라마943646
서부재활체육센터,11,서울,11380,은평구,023886622,113804133015,서울시 은평구 갈현로 11길 30191-1 서부재활체육센터,126.9068531,37.6057782,다사476564
서산태권도체육관,44,충남,44210,서산시,0416688868,442103254037,충청남도 서산시 동서1로 101서산태권도체육관(석남동),126.4597926,36.7665750,다바071636
석사월드태권도장,11,서울,11350,노원구,,113503000001,서울특별시 노원구 동일로 1280상가2층(중계동),127.0657465,37.6434986,다사616605
세종승리태권도장,36,세종,36110,세종시,0448635225,361104574253,세종특별자치시 조치원읍 새내10길 871층 승리태권도,127.3029562,36.6009447,다바823448
세종합기도천지관,36,세종,36110,세종시,0448683032,361103351284,세종특별자치시 다정중앙로 40501호(다정동),127.2493815,36.4940426,다바775329
송탄드림복싱클럽,41,경기,41220,평택시,0316688687,412203188047,경기도 평택시 송탄로 119광산타워 3층 송탄드림복싱클럽(이충동),127.0567334,37.0554035,다바605952
수원클라이밍센터,41,경기,41110,수원시,03180252016,411154328221,경기도 수원시 팔달구 월드컵로357번길 23-18{우만동)송희아트 B1(우만동),127.0306144,37.2881405,다사583211
스마트댄스컴퍼니,50,제주,50110,제주시,07045481616,501103349162,제주시 원노형로 93(노형동)부영1차 지하 101호,126.4857668,33.4802566,다나057991
스타클래스태권도,29,광주,29140,서구,,291404280532,광주광역시 서구 화정로244번길 212층 스타크래스태권도(화정동),126.8849754,35.1455850,다라439835
아중안골파워복싱,45,전북,45110,전주시,0632461156,451133266009,전라북도 전주시 덕진구 견훤로 2885층 파워복싱(인후동1가),127.1568977,35.8372592,다마690601
아카데미당구클럽,47,경북,47190,구미시,0544513972,471903308019,경상북도 구미시 봉곡로 1007층(봉곡동),128.3106132,36.1474603,라마729947
아쿠아대중탕헬스,26,부산,26260,동래구,025276999,262603130020,부산광역시 동래구 충렬사로 62아쿠아대중탕헬스,129.0994377,35.2041047,마라455910
알스퀘어컴퍼니㈜,27,대구,27200,남구,0536270500,272003144003,"대구광역시 남구 대명로 1243,4층클락해치휘트니스센터",128.5708837,35.8390419,라마967608
알에이치휘트니스,41,경기,41390,시흥시,025037770,413903199025,경기도 시흥시 복지로 967층(대야동),126.7918251,37.4472974,다사373389
엘림아동발달센터,27,대구,27110,중구,0535566522,271104223032,"대구광역시 중구 남산로13길 17보성황실상가 2층 201호(남산동, 보성황실아파트)",128.5812841,35.8601784,라마976631
연세대석사태권짱,28,인천,28170,미추홀구,07075190707,281774253058,인천광역시 미추홀구 경인로326번길 462층(주안동),126.6756267,37.4566305,다사270400
영남대혁신태권도,47,경북,47230,영천시,0543367794,472304730194,영천시 망정1길 186영남대혁신태권도,128.9515871,35.9819509,마마308771
영도국민체육센터,26,부산,26200,영도구,024050050,262004184375,부산광역시 영도구 함지로79번길 6영도국민체육센터,129.0663893,35.0752297,마라428766
예스휘트니스센터,11,서울,11590,동작구,0232803030,115904157013,서울특별시 동작구 국사봉1길 323층(상도동),126.9303664,37.4988140,다사496445
오남체육문화센터,41,경기,41360,남양주시,0315601223,413604391649,경기도 남양주시 오남읍 진건오남로577번길 11오남체육문화센터,127.2098453,37.6848767,다사744650
올림피아드볼링장,31,울산,31170,동구,0512368300,311704313073,울산광역시 동구 동진2길 7올림피아드볼링장(방어동),129.4262589,35.4875495,마마747230
용원국민체육센터,48,경남,48120,창원시,0557120880,481293331029,경상남도 창원시 진해구 안청로 95용원국민체육센터(청안동),128.8028757,35.1067657,마라187798
용인대백룡태권도,30,대전,30140,중구,0425839577,301403165022,대전시 중구 서문로13(문화동)4층,127.4079070,36.3096191,다바917124
용인대백호체육관,41,경기,41310,구리시,0315685712,413103196013,"경기도 구리시 체육관로 124상가 2층 용인대백호체육관(교문동, 동방아파트)",127.1376372,37.5961284,다사680552
용인대성도태권도,44,충남,44130,천안시,0415553161,441314547256,충남 천안시 동남구 버들1길 291층,127.1531008,36.8046738,다바690674
용인대성원태권도,41,경기,41450,하남시,0317961051,414503202055,"경기도 하남시 미사강변한강로 290-3모노라운지222,223호(망월동)",127.1966554,37.5640246,다사732516
용인대수합기도장,30,대전,30230,대덕구,0426392324,302302010004,대전광역시 대덕구 한밭대로 10492 층(오정동),127.4150402,36.3588693,다바923179
용인대인성태권도,41,경기,41150,의정부시,0318290827,411503181045,경기도 의정부시 진등로 6상승빌딩4층(녹양동),127.0328177,37.7585736,다사588733
용인대제일유도관,11,서울,11260,중랑구,024335662,112603005027,서울특별시 중랑구 면목로 4633층 용인대제일유도관(상봉동),127.0861635,37.5931732,다사634549
용인대하당유도관,46,전남,46110,목포시,022819336,461104643431,전라남도 목포시 신흥로45번길 12지하 1층(상동),126.4251926,34.8042900,다라016460
용인대한솔태권도,30,대전,30110,동구,0426337557,301104292219,대전광역시 동구 동서대로1770번길 472층 한솔태권도(가양동),127.4462160,36.3528680,다바951172
용인대한얼태권도,41,경기,41220,평택시,0316111222,412203188047,"경기도 평택시 송탄로 72401,402,403호(이충동)",127.0562993,37.0517327,다바605948
용호아동발달센터,26,부산,26290,남구,0519072339,262903131025,부산광역시 남구 용호로 1274층 용호아동발달센터(용호동),129.1123892,35.1207875,마라469818
우리아이태권도장,44,충남,44130,천안시,0415521255,441334550650,충청남도 천안시 서북구 불당17길 27301호(불당동),127.1108630,36.8097350,다바652680
우석대동산태권도,45,전북,45140,익산시,0638557740,451403269009,전북 익산시 동천로 81-193층 우석대 동산 태권도,126.9704973,35.9302996,다마522705
우주태권도체육관,43,충북,43750,진천군,0435343557,437503245007,충청북도 진천군 진천읍 상산로 60우주태권도,127.4406905,36.8544010,다바947729
운동과학연구센터,44,충남,44130,천안시,0415677173,441333250046,충남 천안시 서북구 한들1로 34더존빌딩 4층,127.1161144,36.8254588,다바657697
운동과학연구센터,36,세종,36110,세종시,028677173,361103351245,세종특별자치시 국책연구원2로 18알파타워 6층 609~611호(반곡동),127.3016139,36.4907146,다바822325
운정합기도검무관,41,경기,41480,파주시,0319548885,414803206063,경기도 파주시 와석순환로 82대흥프라자2 404호(야당동),126.7504989,37.7112772,다사339682
위너스스포츠센터,11,서울,11545,금천구,028912747,115452005010,서울특별시 금천구 시흥대로 296볼링장 1층(독산동),126.8992850,37.4596887,다사468402
위드운동발달센터,50,제주,50130,서귀포시,0647380933,501304850545,제주특별자치도 서귀포시 신서로52번길 231층 위드운동발달센터(강정동),126.5066186,33.2553086,다나074742
유니댄스아카데미,41,경기,41480,파주시,0319414996,414804418851,경기도 파주시 한마음1길 26201호(금촌동),126.7711215,37.7565622,다사357732
윤마스터태권도장,46,전남,46110,목포시,0612825667,461104643210,전라남도 목포시 백년대로337번길 243층 윤마스터태권도장(상동),126.4228829,34.8075835,다라014464
율하엘리트태권도,27,대구,27140,동구,0539612589,271404226237,대구광역시 동구 안심로22길 40-52층 엘리트태권도(율하동),128.6948149,35.8634457,마마078636
은지아동발달센터,11,서울,11320,도봉구,029561723,113204127154,"서울특별시 도봉구 도봉로154길 23 (도봉동, 신성빌딩)신성빌딩 4/5층",127.0454340,37.6714115,다사599636
의정부시유도회관,41,경기,41150,의정부시,0318556565,411503181048,경기도 의정부시 체육로 90의정부시유도회관(녹양동),127.0297651,37.7579308,다사585732
이룸발달지원센터,11,서울,11290,성북구,029426473,112904121433,서울특별시 성북구 오패산로10길 304030호(하월곡동),127.0384570,37.6051346,다사592562
이안운동재활센터,41,경기,41450,하남시,07041464426,414503202016,경기도 하남시 덕풍동로 111-21706호 이안운동재활센터(덕풍동),127.2076955,37.5518097,다사741503
인천남동승마클럽,28,인천,28200,남동구,028199500,282004259554,인천광역시 남동구 오봉로10번길 22-37(도림동)남동승마클럽,126.7289153,37.4135669,다사317352
인천샤론무용학원,28,인천,28185,연수구,028169936,281854256124,인천광역시 연수구 샘말로8번길 7-102층 인천샤론무용학원(연수동),126.6785418,37.4120251,다사273350
인천장애인체육관,28,인천,28185,연수구,0328333055,281853008020,인천시 연수구 앵고개로 130장애인체육관,126.6594671,37.4124317,다사256351
자이메트로체육관,26,부산,26290,남구,0516127676,262903131015,"부산광역시 남구 분포로 113lg메트로시티 주2상가 4층 408호 409호(용호동, 엘지메트로시티)",129.1095710,35.1297860,마라466828
장곡경희대태권도,41,경기,41390,시흥시,0313179669,413904397586,경기도 시흥시 진말로9번길 242층(장곡동),126.7829092,37.3784466,다사365312
장산아이즈연구소,26,부산,26350,해운대구,0517027585,263502006010,부산광역시 해운대구 해운대로 814세종월드프라자 B동 4층(좌동),129.1776778,35.1695768,마라527873
전남체육관태권도,29,광주,29170,북구,025725150,291704286335,광주광역시 북구 상촌로31번길 8전남체육관태권도(양산동),126.8784044,35.2121589,다라434909
정석태권도교육관,27,대구,27260,수성구,0537515333,272604238203,대구광역시 수성구 명덕로76길 743층 즐거운정석태권도(수성동1가),128.6114382,35.8512296,마마003622
좋은세상발달센터,11,서울,11470,양천구,0263395553,114703114002,서울특별시 양천구 목동로 1734층 좋은세상발달센터(신정동),126.8646483,37.5239959,다사438473
주은태권도체육관,46,전남,46130,여수시,0616867679,461304646558,전라남도 여수시 소호6길 15-17주은태권도체육관(소호동),127.6487662,34.7401773,라라136384
증평국민체육센터,43,충북,43745,증평군,0438389470,437453244025,충청북도 증평군 증평읍 인삼로 23-1증평국민체육센터,127.5724385,36.7877557,라바064655
지음발달재활센터,11,서울,11350,노원구,0264011004,113503000001,"서울특별시 노원구 동일로 986102동 211 A호(공릉동, 노원 프레미어스 엠코)",127.0762120,37.6184810,다사626577
지젤피트니스클럽,26,부산,26320,북구,0513650060,263202132002,부산광역시 북구 화명대로 32다운타운프라자8층(화명동),129.0115023,35.2345670,마라375942
진천중앙태권도장,43,충북,43750,진천군,0435332333,437503245020,충청북도 진천군 진천읍 중앙서로 812층 중앙태권도장,127.4417157,36.8523668,다바948726
진해국민체육센터,48,경남,48120,창원시,0557120463,481293331022,경상남도 창원시 진해구 석동로 66진해국민체육센터,128.7065728,35.1552077,마라098851
짐스아동발달센터,11,서울,11710,송파구,024238886,117103123001,서울특별시 송파구 가락로 171송파빌딩 6층 짐스아동발달센터(송파동),127.1139772,37.5042213,다사658450
창동문화체육센터,11,서울,11320,도봉구,029015024,113204127032,서울특별시 도봉구 노해로69길 1323층사무실(창동),127.0507056,37.6581175,다사603621
창동문화체육센터,11,서울,11320,도봉구,029015200,113204127032,서울특별시 도봉구 노해로69길 132창동문화체육센터(창동),127.0507056,37.6581175,다사603621
채움아동발달센터,29,광주,29200,광산구,029520208,292004289195,광주 광산구 사암로 340번안길 6-5 세진빌딩4층,126.8107689,35.1756292,다라372869
청양합기도검무관,44,충남,44790,청양군,0419440127,447904583269,충청남도 청양군 청양읍 중앙로3길 113층,126.8013821,36.4490384,다바373281
최기수복싱체육관,48,경남,48170,진주시,0557431440,481703332011,경남 진주시 남강로 6333층 최기수복싱체육관,128.0808039,35.1908080,라라528885
최희라댄스스포츠,46,전남,46130,여수시,0616546663,461304646665,전라남도 여수시 여문문화1길 38-1여서동 214-2번지. 3층.(여서동),127.7034381,34.7528788,라라186398
